ascl:9903.001 LENSKY
ascl:1412.002 Cheetah
ascl:1412.003 UTM
ascl:1412.004 DAMIT
ascl:1412.005 BRUCE/KYLIE
ascl:1412.006 HMF
ascl:1412.007 PIAO
ascl:1412.008 Hrothgar
ascl:1412.009 URCHIN
ascl:1412.010 MMAS
ascl:1412.011 TraP
ascl:1412.012 GeoTOA
ascl:1412.013 CRPropa
ascl:1412.014 SOPHIA
ascl:1501.001 PynPoint
ascl:1501.002 NIGO
ascl:1501.003 python-qucs
ascl:1501.004 dst
ascl:1501.005 DECA
ascl:1501.006 PsrPopPy
ascl:1501.007 LP-VIcode
ascl:1501.008 Enrico
ascl:1501.009 BIANCHI
ascl:1501.010 PythonPhot
ascl:1501.011 transfer
ascl:1501.012 Exorings
ascl:1501.013 Molecfit
ascl:1501.014 GalPaK
ascl:1501.015 Exoplanet
ascl:1501.016 Colossus
# 1502.001 RH 1.5D
ascl:1502.002 OpenOrb
ascl:1502.003 NGenIC
ascl:1502.004 ADAM
ascl:1502.005 PARSEC
ascl:1502.006 Montblanc
ascl:1502.007 PyBDSM
ascl:1502.008 KAPPA
ascl:1502.009 HDS
ascl:1502.010 nbody6tt
ascl:1502.011 PolyChord
ascl:1502.012 SPHGR
ascl:1502.013 Rabacus
ascl:1502.014 Magnetron
ascl:1502.015 Camelus
ascl:1502.016 libnova
ascl:1502.017 AMIsurvey
ascl:1502.018 XFGLENSES
ascl:1502.019 XPCell
ascl:1502.020 ketu
ascl:1502.021 MaLTPyNT
ascl:1502.022 AstroLines
ascl:1502.023 ROBOSPECT
ascl:1503.001 K2flix
ascl:1503.002 Galax2d
ascl:1503.003 TAME
ascl:1503.004 HELIOS-K
ascl:1503.005 dust
ascl:1503.006 AMADA
ascl:1503.007 UniPOPS
ascl:1503.008 pYSOVAR
ascl:1503.009 GSD
ascl:1503.010 isochrones
ascl:1503.011 VESPA
ascl:1504.001 UPMASK
ascl:1504.002 SPA
ascl:1504.003 EsoRex
ascl:1504.004 HOTPANTS
ascl:1504.005 chimenea
ascl:1504.006 drive-casa
ascl:1504.007 WebbPSF
ascl:1504.008 MCSpearman
ascl:1504.010 CosmoTransitions
ascl:1504.011 samiDB
ascl:1504.012 DPI
ascl:1504.013 kozai
ascl:1504.014 abcpmc
ascl:1504.015 IGMtransmission
ascl:1504.016 MRrelation
ascl:1504.017 JWFront
ascl:1504.018 D3PO
ascl:1504.019 LineProf
ascl:1504.020 BGLS
# 1504.021 SOAP 2.0
ascl:1505.001 CALCEPH
ascl:1505.002 ASteCA
ascl:1505.003 caret
# 1505.004 KS Integration
ascl:1505.005 ARoME
ascl:1505.006 Athena3D
ascl:1505.007 Starfish
ascl:1505.008 SCEPtER
ascl:1505.009 StellaR
ascl:1505.010 COBS
ascl:1505.011 missForest
ascl:1505.012 LSSGALPY
ascl:1505.013 cosmoabc
ascl:1505.014 FCLC
ascl:1505.015 2dfdr
ascl:1505.016 CUTE
ascl:1505.017 HALOGEN
ascl:1505.018 POKER
ascl:1505.019 TFIT
ascl:1505.020 rvfit
ascl:1505.021 relline
ascl:1505.022 Snoopy
ascl:1505.023 SNooPy
ascl:1505.024 PyTransit
ascl:1505.025 pyMCZ
ascl:1505.026 Lensed
ascl:1505.027 BAYES-X
ascl:1505.028 RESOLVE
ascl:1505.029 fits2hdf
ascl:1505.030 CANDID
ascl:1505.031 TEA
#1505.032 Planck Level-S
ascl:1505.033 SNEC
ascl:1505.034 dStar
ascl:1506.001 pyKLIP
ascl:1506.002 dmdd
# 1506.003 PLATO Simulator
ascl:1506.004 multiband_LS
ascl:1506.005 PyMC
ascl:1506.006 fsclean
ascl:1506.007 REALMAF
ascl:1506.008 SPRITE
ascl:1506.009 HEATCVB
ascl:1506.010 VAPID
ascl:1507.001 3D-Barolo
ascl:1507.002 SUPERBOX
ascl:1507.003 Pelican
ascl:1507.004 L-PICOLA
ascl:1507.005 slimplectic
ascl:1507.006 Toyz
ascl:1507.007 abo-cross
ascl:1507.008 HLINOP
ascl:1507.009 PPInteractions
ascl:1507.010 Astrochem
ascl:1507.011 FAT
ascl:1507.012 DRAMA
ascl:1507.013 K-Inpainting
ascl:1507.014 getsources
ascl:1507.015 DALI
# 1507.016 Least Asymmetry
ascl:1507.017 REDSPEC
ascl:1507.018 pyro
ascl:1507.019 AstroStat
ascl:1507.020 IEHI
ascl:1508.001 HMcode
ascl:1508.002 NICOLE
ascl:1508.003 REDUCEME
ascl:1508.004 FRELLED
ascl:1508.005 ColorPro
ascl:1508.006 SExSeg
ascl:1508.007 TreeCorr
ascl:1508.008 NGMIX
ascl:1508.009 Trilogy
ascl:1508.010 SHDOM
ascl:1509.001 XSHPipelineManager
ascl:1509.002 Tempo
# 1509.003 AFR (ASPFitsReader)
ascl:1509.004 FalconIC
ascl:1509.005 TRUVOT
ascl:1509.006 FARGO3D
ascl:1509.007 pycola
ascl:1509.008 GFARGO
ascl:1509.009 OPERA
ascl:1509.010 PyCS
ascl:1510.001 GGADT
ascl:1510.002 batman
ascl:1510.003 PyLDTk
ascl:1510.004 DEBiL
ascl:1510.005 GALFORM
ascl:1510.006 ASPIC
ascl:1510.007 ccdproc
ascl:1511.001 SuperFreq
ascl:1511.002 JSPAM
ascl:1511.004 Xgremlin
ascl:1511.005 pyhrs
ascl:1511.006 T-Matrix
ascl:1511.007 MHF
ascl:1511.008 MCAL
ascl:1511.009 Pangloss
ascl:1511.010 Galileon-Solver
ascl:1511.011 SparsePZ
ascl:1511.012 milkywayproject_triggering
ascl:1511.013 CCDtoRGB
ascl:1511.014 HumVI
ascl:1511.015 George
ascl:1511.016 JKTLD
# 1511.017 DES exposure checker
ascl:1511.018 LCD3
ascl:1511.019 CosmoBolognaLib
ascl:1511.020 Mercury-T
ascl:1511.021 EPIC
ascl:1511.022 ZInCo
ascl:1511.023 PromptNuFlux
ascl:1512.001 IRACpm
ascl:1512.002 GetData
ascl:1512.003 EDRS
ascl:1512.004 EDRSX
ascl:1512.005 ALFA
ascl:1512.006 GPC
ascl:1512.007 AstroBlend
# 1512.008 Bisous model
ascl:1512.009 DRACULA
ascl:1512.010 CubeIndexer
ascl:1512.011 ExoData
ascl:1512.012 DiffuseModel
ascl:1512.013 CounterPoint
ascl:1512.014 TM
ascl:1512.015 Spirality
ascl:1512.016 ZeldovichRecon
ascl:1512.017 FFTLog
ascl:1512.018 growl
ascl:1512.019 UPSILoN
ascl:1512.020 TACT
ascl:1601.001 TRADES
ascl:1601.002 Hyper-Fit
ascl:1601.003 SCOUSE
ascl:1601.004 Odyssey
ascl:1601.005 ctools
ascl:1601.006 SAGE
ascl:1601.007 LIRA
ascl:1601.008 CosmicPy
ascl:1601.009 K2fov
ascl:1601.010 PARAVT
ascl:1601.011 LACEwING
ascl:1601.012 SavGolFilterCov
ascl:1601.013 ImpactModel
ascl:1601.014 Nulike
ascl:1601.015 QDPHOT
# 1601.016 Fit Kinematic PA
ascl:1601.017 BASCS
ascl:1601.018 MATPHOT
ascl:1601.019 WzBinned
ascl:1601.020 ProC
ascl:1601.021 ISO
ascl:1602.001 Automark
ascl:1602.002 pyraf-dbsp
ascl:1602.003 ZAP
ascl:1602.004 DUSTYWAVE
ascl:1602.005 LRGS
ascl:1602.006 LIRA
ascl:1602.007 FilTER
ascl:1602.008 NuCraft
ascl:1602.009 LensTools
# 1602.010 The Cannon
ascl:1602.011 Celestial
ascl:1602.012 DELightcurveSimulation
ascl:1602.013 TailZ
ascl:1602.014 k2photometry
ascl:1602.015 GANDALF
ascl:1602.016 IRSFRINGE
ascl:1602.017 CHIP
ascl:1602.018 POPPY
ascl:1602.019 CLOC
ascl:1602.020 mbb_emcee
ascl:1602.021 COLAcode
ascl:1603.001 SILSS
ascl:1603.002 CORBITS
ascl:1603.003 VIP
ascl:1603.004 gPhoton
ascl:1603.005 EQUIB
ascl:1603.006 FAST-PT
ascl:1603.007 SMARTIES
ascl:1603.008 ROBAST
ascl:1603.009 Asfgrid
ascl:1603.010 ExoPriors
ascl:1603.011 DiskJockey
ascl:1603.012 tpipe
ascl:1603.013 PyGSM
ascl:1603.014 fibmeasure
ascl:1603.015 Dedalus
ascl:1603.016 ellc
ascl:1603.017 HIIexplorer
ascl:1603.018 PolRadTran
ascl:1604.001 OpenMHD
ascl:1604.002 libpolycomp
ascl:1604.003 LAMBDAR
ascl:1604.004 magicaxis
ascl:1604.005 Halotools
ascl:1604.006 2-DUST
ascl:1604.007 DNest3
# 1604.008 The Tractor
ascl:1604.009 CCSNMultivar
ascl:1604.010 BEAMS
ascl:1604.011 FDPS
ascl:1604.012 TTVFaster
ascl:1605.001 MARZ
ascl:1605.002 cluster-lensing
ascl:1605.003 Shadowfax
ascl:1605.004 BACCHUS
ascl:1605.005 TMBIDL
ascl:1605.006 CAMELOT
ascl:1605.007 MUSCLE
ascl:1605.008 PDT
ascl:1605.009 ASTRiDE
ascl:1605.010 TRIPPy
ascl:1605.011 DISCO
ascl:1605.012 K2SC
ascl:1605.013 grtrans
ascl:1605.014 DUO
ascl:1605.015 SAND
ascl:1605.016 zeldovich-PLT
# 1605.017 Surprise Calculator
ascl:1606.001 SWOC
ascl:1606.002 PAL
ascl:1606.003 Cygrid
ascl:1606.004 HIBAYES
ascl:1606.005 PyMultiNest
ascl:1606.006 uvmcmcfit
ascl:1606.007 COMB
ascl:1606.008 s2
ascl:1606.009 Companion-Finder
ascl:1606.010 SimpLens
ascl:1606.011 FDIPS
ascl:1606.012 KMDWARFPARAM
# 1606.013 Pulse Portraiture
ascl:1606.014 Lmfit
ascl:1606.015 FLASK
ascl:1607.001 AGNfitter
ascl:1607.002 DICE
ascl:1607.003 Atlas2bgeneral
ascl:1607.004 Atlas3bgeneral
ascl:1607.005 Planetary3br
ascl:1607.006 Cholla
ascl:1607.007 JUDE
ascl:1607.008 BLS
ascl:1607.009 PICsar
ascl:1607.010 K2PS
ascl:1607.011 HfS
ascl:1607.012 ZASPE
ascl:1607.013 Kālī
ascl:1607.014 SOPIE
ascl:1607.015 RT1D
ascl:1607.016 astLib
ascl:1607.017 BoxRemap
ascl:1607.018 LZIFU
ascl:1607.019 HIDE
ascl:1607.020 SEEK
ascl:1608.001 Stingray
ascl:1608.002 pyXSIM
ascl:1608.003 appaloosa
ascl:1608.004 BART
# 
# 1007.005 Arcetri Spectral Code for Thin Plasmas
# 1010.005 Particle module of Piernik MHD code
# 1010.010 Fast WMAP Likelihood Code and GSR PC Functions
# 1010.033 GALEV Evolutionary Synthesis Models
# 1010.038 Low Resolution Spectral Templates For AGNs and Galaxies From 0.03 -- 30 microns
# 1010.040 Cosmic String Simulations
# 1010.047 ISW and Weak Lensing Likelihood Code
# 1010.049 Gas-momentum-kinetic SZ cross-correlations
# 1010.053 Halofitting codes for DGP and Degravitation
# 1010.065 Higher Post Newtonian Gravity Calculations
# 1010.085 Network Tools for Astronomical Data Retrieval
# 1011.005 Shape of Cosmic String Loops
# 1011.016 Non-LTE Models and Theoretical Spectra of Accretion Disks in Active Galactic Nuclei. III. Integrated Spectra for Hydrogen-Helium Disks
# 1011.017 Occultation and Microlensing
# 1011.018 Transit of a Spherical Planet of a Stellar Chromosphere which is Geometrically Thin
# 1101.001 Second-order Tight-coupling Code
# 1101.002 NDSPMHD Smoothed Particle Magnetohydrodynamics Code
# 1102.014 Einstein Toolkit for Relativistic Astrophysics
# 1105.007 Sunspot Models
# 1105.008 Flux Tube Model
# 1106.018 CMB B-modes from Faraday Rotation
# 1107.004 Flexible DM-NRG
# 1108.003 WCSLIB and PGSBOX
# 1109.014 Supernova Flux-averaging Likelihood Code
# 1202.011 Lattimer-Swesty Equation of State Code
ascl:1203.002 GALAPAGOS
ascl:1206.009 Libimf
# 1206.011 Double Eclipsing Binary Fitting
# 1206.012 Time Utilities
# 1211.006 Voronoi binning method
# 1212.005 General complex polynomial root solver
# 1302.009 IAS Stacking Library in IDL
# 1305.013 Non-Gaussian Realisations
# 1306.012 LRG DR7 Likelihood Software
# 1307.015 CTI Correction Code
# 1401.009 PPF module for CAMB
# 1403.007 Unified EOS for neutron stars
# 1403.014 T(dust) as a function of sSFR
# 1407.005 MATLAB package for astronomy and astrophysics
# 1407.017 e-MERLIN data reduction pipeline
# 1409.002 Tsyganenko Geomagnetic Field Models
# 1504.009 Self-lensing binary code with Markov chain
# 1511.003 SkyView Virtual Telescope
